timestamp,proton_velocity,proton_density,proton_temperature,proton_flux
2025-11-10 00:00:30.755,,-1e+31,,
2025-11-10 00:00:35.755,,-1e+31,,
2025-11-10 00:00:40.755,,-1e+31,,
2025-11-10 00:00:45.755,,-1e+31,,
2025-11-10 00:00:50.755,,-1e+31,,
2025-11-10 00:00:55.755,,3.5240745238144875,,
2025-11-10 00:01:00.756,,3.6030534359608364,,
2025-11-10 00:01:05.756,,-1e+31,,
2025-11-10 00:01:10.756,,-1e+31,,
2025-11-10 00:01:15.756,,-1e+31,,
2025-11-10 00:01:20.756,,-1e+31,,
2025-11-10 00:01:25.756,,-1e+31,,
2025-11-10 00:01:30.756,,-1e+31,,
2025-11-10 00:01:35.756,,-1e+31,,
2025-11-10 00:01:40.756,,-1e+31,,
2025-11-10 00:01:45.756,,-1e+31,,
2025-11-10 00:01:50.756,,-1e+31,,
2025-11-10 00:01:55.756,,-1e+31,,
2025-11-10 00:02:00.756,,-1e+31,,
2025-11-10 00:02:05.756,,-1e+31,,
2025-11-10 00:02:10.756,,-1e+31,,
2025-11-10 00:02:15.756,,-1e+31,,
2025-11-10 00:02:20.756,,-1e+31,,
2025-11-10 00:02:25.756,,-1e+31,,
2025-11-10 00:02:30.756,,-1e+31,,
2025-11-10 00:02:35.756,,-1e+31,,
2025-11-10 00:02:40.756,,-1e+31,,
2025-11-10 00:02:45.757,,-1e+31,,
2025-11-10 00:02:50.756,,-1e+31,,
2025-11-10 00:02:55.757,,-1e+31,,
2025-11-10 00:03:00.757,,3.5279627461112253,,
2025-11-10 00:03:05.757,,-1e+31,,
2025-11-10 00:03:10.757,,-1e+31,,
2025-11-10 00:03:15.757,,3.6108591299281483,,
2025-11-10 00:03:20.757,,3.6809500306920317,,
2025-11-10 00:03:25.757,,3.6853677383197505,,
2025-11-10 00:03:30.757,,-1e+31,,
2025-11-10 00:03:35.757,,-1e+31,,
2025-11-10 00:03:40.757,,-1e+31,,
2025-11-10 00:03:45.757,,3.7789901953244787,,
2025-11-10 00:03:50.757,,-1e+31,,
2025-11-10 00:03:55.757,,-1e+31,,
2025-11-10 00:04:00.757,,-1e+31,,
2025-11-10 00:04:05.757,,-1e+31,,
2025-11-10 00:04:10.757,,-1e+31,,
2025-11-10 00:04:15.757,,-1e+31,,
2025-11-10 00:04:20.757,,-1e+31,,
2025-11-10 00:04:25.757,,-1e+31,,
2025-11-10 00:04:30.757,,-1e+31,,
2025-11-10 00:04:35.757,,-1e+31,,
2025-11-10 00:04:40.757,,-1e+31,,
2025-11-10 00:04:45.757,,-1e+31,,
2025-11-10 00:04:50.757,,-1e+31,,
2025-11-10 00:04:55.757,,-1e+31,,
2025-11-10 00:05:00.757,,-1e+31,,
2025-11-10 00:05:05.758,,-1e+31,,
2025-11-10 00:05:10.758,,-1e+31,,
2025-11-10 00:05:15.758,,-1e+31,,
2025-11-10 00:05:20.758,,-1e+31,,
2025-11-10 00:05:25.758,,-1e+31,,
2025-11-10 00:05:30.758,,-1e+31,,
2025-11-10 00:05:35.758,,-1e+31,,
2025-11-10 00:05:40.758,,-1e+31,,
2025-11-10 00:05:45.758,,-1e+31,,
2025-11-10 00:05:50.758,,-1e+31,,
2025-11-10 00:05:55.758,,-1e+31,,
2025-11-10 00:06:00.758,,-1e+31,,
2025-11-10 00:06:05.758,,-1e+31,,
2025-11-10 00:06:10.758,,-1e+31,,
2025-11-10 00:06:15.758,,-1e+31,,
2025-11-10 00:06:20.758,,-1e+31,,
2025-11-10 00:06:25.758,,-1e+31,,
2025-11-10 00:06:30.758,,-1e+31,,
2025-11-10 00:06:35.758,,-1e+31,,
2025-11-10 00:06:40.758,,-1e+31,,
2025-11-10 00:06:45.758,,-1e+31,,
2025-11-10 00:06:50.758,,-1e+31,,
2025-11-10 00:06:55.759,,-1e+31,,
2025-11-10 00:07:00.759,,-1e+31,,
2025-11-10 00:07:05.759,,-1e+31,,
2025-11-10 00:07:10.759,,-1e+31,,
2025-11-10 00:07:15.759,,-1e+31,,
2025-11-10 00:07:20.759,,-1e+31,,
2025-11-10 00:07:25.759,,-1e+31,,
2025-11-10 00:07:30.759,,-1e+31,,
2025-11-10 00:07:35.759,,-1e+31,,
2025-11-10 00:07:40.759,,-1e+31,,
2025-11-10 00:07:45.759,,-1e+31,,
2025-11-10 00:07:50.759,,-1e+31,,
2025-11-10 00:07:55.759,,-1e+31,,
2025-11-10 00:08:00.759,,-1e+31,,
2025-11-10 00:08:05.759,,-1e+31,,
2025-11-10 00:08:10.759,,-1e+31,,
2025-11-10 00:08:15.759,,-1e+31,,
2025-11-10 00:08:20.759,,-1e+31,,
2025-11-10 00:08:25.759,,-1e+31,,
2025-11-10 00:08:30.759,,-1e+31,,
2025-11-10 00:08:35.759,,-1e+31,,
2025-11-10 00:08:40.759,,-1e+31,,
2025-11-10 00:08:45.759,,-1e+31,,
2025-11-10 00:08:50.760,,-1e+31,,
2025-11-10 00:08:55.760,,-1e+31,,
2025-11-10 00:09:00.760,,-1e+31,,
2025-11-10 00:09:05.760,,-1e+31,,
2025-11-10 00:09:10.760,,-1e+31,,
2025-11-10 00:09:15.760,,-1e+31,,
2025-11-10 00:09:20.760,,-1e+31,,
2025-11-10 00:09:25.760,,-1e+31,,
2025-11-10 00:09:30.760,,-1e+31,,
2025-11-10 00:09:35.760,,-1e+31,,
2025-11-10 00:09:40.760,,-1e+31,,
2025-11-10 00:09:45.760,,-1e+31,,
2025-11-10 00:09:50.760,,-1e+31,,
2025-11-10 00:09:55.760,,-1e+31,,
2025-11-10 00:10:00.760,,-1e+31,,
2025-11-10 00:10:05.760,,-1e+31,,
2025-11-10 00:10:10.760,,-1e+31,,
2025-11-10 00:10:15.760,,-1e+31,,
2025-11-10 00:10:20.760,,-1e+31,,
2025-11-10 00:10:25.760,,-1e+31,,
2025-11-10 00:10:30.760,,-1e+31,,
2025-11-10 00:10:35.760,,-1e+31,,
2025-11-10 00:10:40.760,,-1e+31,,
2025-11-10 00:10:45.760,,-1e+31,,
2025-11-10 00:10:50.760,,-1e+31,,
2025-11-10 00:10:55.761,,-1e+31,,
2025-11-10 00:11:00.761,,-1e+31,,
2025-11-10 00:11:05.761,,-1e+31,,
2025-11-10 00:11:10.761,,-1e+31,,
2025-11-10 00:11:15.761,,-1e+31,,
2025-11-10 00:11:20.761,,-1e+31,,
2025-11-10 00:11:25.761,,-1e+31,,
2025-11-10 00:11:30.761,,-1e+31,,
2025-11-10 00:11:35.761,,-1e+31,,
2025-11-10 00:11:40.761,,-1e+31,,
2025-11-10 00:11:45.761,,-1e+31,,
2025-11-10 00:11:50.761,,-1e+31,,
2025-11-10 00:11:55.761,,-1e+31,,
2025-11-10 00:12:00.761,,-1e+31,,
2025-11-10 00:12:05.761,,-1e+31,,
2025-11-10 00:12:10.761,,-1e+31,,
2025-11-10 00:12:15.761,,-1e+31,,
2025-11-10 00:12:20.761,,-1e+31,,
2025-11-10 00:12:25.761,,-1e+31,,
2025-11-10 00:12:30.761,,-1e+31,,
2025-11-10 00:12:35.761,,-1e+31,,
2025-11-10 00:12:40.761,,-1e+31,,
2025-11-10 00:12:45.761,,-1e+31,,
2025-11-10 00:12:50.762,,-1e+31,,
2025-11-10 00:12:55.762,,-1e+31,,
2025-11-10 00:13:00.762,,-1e+31,,
2025-11-10 00:13:05.762,,-1e+31,,
2025-11-10 00:13:10.762,,-1e+31,,
2025-11-10 00:13:15.762,,-1e+31,,
2025-11-10 00:13:20.762,,-1e+31,,
2025-11-10 00:13:25.762,,-1e+31,,
2025-11-10 00:13:30.762,,-1e+31,,
2025-11-10 00:13:35.762,,-1e+31,,
2025-11-10 00:13:40.762,,-1e+31,,
2025-11-10 00:13:45.762,,-1e+31,,
2025-11-10 00:13:50.762,,-1e+31,,
2025-11-10 00:13:55.762,,-1e+31,,
2025-11-10 00:14:00.762,,-1e+31,,
2025-11-10 00:14:05.762,,-1e+31,,
2025-11-10 00:14:10.762,,-1e+31,,
2025-11-10 00:14:15.762,,-1e+31,,
2025-11-10 00:14:20.762,,-1e+31,,
2025-11-10 00:14:25.762,,3.441467414325329,,
2025-11-10 00:14:30.762,,3.3958161147542434,,
