timestamp,proton_velocity,proton_density,proton_temperature,proton_flux
2025-11-23 00:00:28.068,,-1e+31,,
2025-11-23 00:00:33.068,,-1e+31,,
2025-11-23 00:00:38.068,,-1e+31,,
2025-11-23 00:00:43.069,,-1e+31,,
2025-11-23 00:00:48.069,,-1e+31,,
2025-11-23 00:00:53.069,,-1e+31,,
2025-11-23 00:00:58.069,,-1e+31,,
2025-11-23 00:01:03.069,,-1e+31,,
2025-11-23 00:01:08.069,,-1e+31,,
2025-11-23 00:01:13.069,,-1e+31,,
2025-11-23 00:01:18.069,,-1e+31,,
2025-11-23 00:01:23.069,,-1e+31,,
2025-11-23 00:01:28.069,,-1e+31,,
2025-11-23 00:01:33.069,,-1e+31,,
2025-11-23 00:01:38.069,,-1e+31,,
2025-11-23 00:01:43.069,,-1e+31,,
2025-11-23 00:01:48.069,,-1e+31,,
2025-11-23 00:01:53.069,,-1e+31,,
2025-11-23 00:01:58.069,,-1e+31,,
2025-11-23 00:02:03.069,,-1e+31,,
2025-11-23 00:02:08.069,,-1e+31,,
2025-11-23 00:02:13.069,,-1e+31,,
2025-11-23 00:02:18.069,,-1e+31,,
2025-11-23 00:02:23.069,,-1e+31,,
2025-11-23 00:02:28.069,,-1e+31,,
2025-11-23 00:02:33.070,,-1e+31,,
2025-11-23 00:02:38.069,,-1e+31,,
2025-11-23 00:02:43.070,,-1e+31,,
2025-11-23 00:02:48.070,,-1e+31,,
2025-11-23 00:02:53.070,,-1e+31,,
2025-11-23 00:02:58.070,,-1e+31,,
2025-11-23 00:03:03.070,,-1e+31,,
2025-11-23 00:03:08.070,,-1e+31,,
2025-11-23 00:03:13.070,,-1e+31,,
2025-11-23 00:03:18.070,,-1e+31,,
2025-11-23 00:03:23.070,,-1e+31,,
2025-11-23 00:03:28.070,,-1e+31,,
2025-11-23 00:03:33.070,,-1e+31,,
2025-11-23 00:03:38.070,,-1e+31,,
2025-11-23 00:03:43.070,,-1e+31,,
2025-11-23 00:03:48.070,,-1e+31,,
2025-11-23 00:03:53.070,,-1e+31,,
2025-11-23 00:03:58.070,,-1e+31,,
2025-11-23 00:04:03.070,,-1e+31,,
2025-11-23 00:04:08.070,,-1e+31,,
2025-11-23 00:04:13.070,,-1e+31,,
2025-11-23 00:04:18.070,,-1e+31,,
2025-11-23 00:04:23.070,,-1e+31,,
2025-11-23 00:04:28.070,,-1e+31,,
2025-11-23 00:04:33.071,,-1e+31,,
2025-11-23 00:04:38.071,,-1e+31,,
2025-11-23 00:04:43.071,,-1e+31,,
2025-11-23 00:04:48.071,,-1e+31,,
2025-11-23 00:04:53.071,,-1e+31,,
2025-11-23 00:04:58.071,,-1e+31,,
2025-11-23 00:05:03.071,,-1e+31,,
2025-11-23 00:05:08.071,,-1e+31,,
2025-11-23 00:05:13.071,,-1e+31,,
2025-11-23 00:05:18.071,,-1e+31,,
2025-11-23 00:05:23.071,,-1e+31,,
2025-11-23 00:05:28.071,,-1e+31,,
2025-11-23 00:05:33.071,,-1e+31,,
2025-11-23 00:05:38.071,,-1e+31,,
2025-11-23 00:05:43.071,,-1e+31,,
2025-11-23 00:05:48.071,,-1e+31,,
2025-11-23 00:05:53.071,,-1e+31,,
2025-11-23 00:05:58.071,,-1e+31,,
2025-11-23 00:06:03.071,,-1e+31,,
2025-11-23 00:06:08.071,,-1e+31,,
2025-11-23 00:06:13.071,,-1e+31,,
2025-11-23 00:06:18.071,,-1e+31,,
2025-11-23 00:06:23.071,,-1e+31,,
2025-11-23 00:06:28.071,,-1e+31,,
2025-11-23 00:06:33.071,,-1e+31,,
2025-11-23 00:06:38.071,,-1e+31,,
2025-11-23 00:06:43.072,,-1e+31,,
2025-11-23 00:06:48.072,,-1e+31,,
2025-11-23 00:06:53.072,,-1e+31,,
2025-11-23 00:06:58.072,,-1e+31,,
2025-11-23 00:07:03.072,,-1e+31,,
2025-11-23 00:07:08.072,,-1e+31,,
2025-11-23 00:07:13.072,,-1e+31,,
